"lon","lat","heat_flow_mW_m2","name","reference","id"
"-50.2","23.45","101","V32-12","Abbott_2008","R24-001773"
"-44.2333","23.5667","67","Zep-17","Nason_Lee_1964","R24-070576"
"-44.2333","23.5667","67","Zep-17","Nason_Lee_1962","R24-070562"
"-59.113","23.5783","69","C11-3","LDEO_2004","R24-055073"
"-59.1117","23.5783","68.5","C11-3","Abbott_2008","R24-000295"
"-42.4667","23.6","21","Zep-19","Nason_Lee_1962","R24-070564"
"-42.4667","23.6","21","Zep-19","Nason_Lee_1964","R24-070578"
"-58.9617","23.6317","63","C21-12F","Embley_etal._1983","R24-033416"
"-58.9617","23.6317","63","DHF12F","Embley_etal._1983","R24-033473"
"-58.9917","23.6333","51","C21-12K","Embley_etal._1983","R24-033421"
"-58.9917","23.6333","51","DHF12K","Embley_etal._1983","R24-033477"
"-58.9867","23.6333","49","C21-12J","Embley_etal._1983","R24-033420"
"-58.9833","23.6333","49","C21-12I","Embley_etal._1983","R24-033419"
"-58.9833","23.6333","49","DHF12I","Embley_etal._1983","R24-033476"
"-58.9783","23.6333","61","DHF12H","Embley_etal._1983","R24-033475"
"-58.9783","23.6333","61","C21-12H","Embley_etal._1983","R24-033418"
"-58.9683","23.6333","72","C21-12G","Embley_etal._1983","R24-033417"
"-58.9683","23.6333","72","DHF12G","Embley_etal._1983","R24-033474"
"-58.9567","23.6333","57","DHF12E","Embley_etal._1983","R24-033472"
"-58.9567","23.6333","57","C21-12E","Embley_etal._1983","R24-033415"
"-58.9433","23.6367","56","DHF12D","Embley_etal._1983","R24-033471"
"-58.9433","23.6367","56","C21-12D","Embley_etal._1983","R24-033414"
"-58.9367","23.6383","89","C21-12C","Embley_etal._1983","R24-033413"
"-58.9367","23.6383","89","DHF12C","Embley_etal._1983","R24-033470"
"-58.9283","23.64","72","DHF12B","Embley_etal._1983","R24-033469"
"-58.9283","23.64","72","C21-12B","Embley_etal._1983","R24-033412"
"-58.9217","23.6417","66","C21-12A","Embley_etal._1983","R24-033411"
"-58.9217","23.6417","66","DHF12A","Embley_etal._1983","R24-033468"
"-59.8767","23.7667","52","C21-10J","Embley_etal._1983","R24-033398"
"-59.8767","23.7683","52","C21-10I","Embley_etal._1983","R24-033397"
"-59.8767","23.7683","52","DHF10I","Embley_etal._1983","R24-033455"
"-59.8767","23.77","56","C21-10H","Embley_etal._1983","R24-033396"
"-59.8767","23.77","56","DHF10H","Embley_etal._1983","R24-033454"
"-59.8767","23.7733","54","C21-10G","Embley_etal._1983","R24-033395"
"-59.8767","23.7733","54","DHF10G","Embley_etal._1983","R24-033453"
"-59.8783","23.775","59","DHF10F","Embley_etal._1983","R24-033452"
"-59.8783","23.775","59","C21-10F","Embley_etal._1983","R24-033394"
"-59.8783","23.7767","70","C21-10E","Embley_etal._1983","R24-033393"
"-59.8783","23.7767","70","DHF10E","Embley_etal._1983","R24-033451"
"-59.88","23.78","68","C21-10D","Embley_etal._1983","R24-033392"
"-59.88","23.78","68","DHF10D","Embley_etal._1983","R24-033450"
"-59.8667","23.7817","45","C21-2","Abbott_2008","R24-000593"
"-59.88","23.7833","62","C21-10C","Embley_etal._1983","R24-033391"
"-59.88","23.7833","62","DHF10C","Embley_etal._1983","R24-033449"
"-59.88","23.785","59","C21-10B","Embley_etal._1983","R24-033390"
"-59.88","23.785","59","DHF10B","Embley_etal._1983","R24-033448"
"-59.8817","23.7883","58","DHF10A","Embley_etal._1983","R24-033447"
"-59.8817","23.7883","58","C21-10A","Embley_etal._1983","R24-033389"
"-44.9833","23.95","117","Zep-18","Nason_Lee_1964","R24-070577"
"-44.9833","23.95","117","Zep-18","Nason_Lee_1962","R24-070563"
"-55.25","24.0667","26","CH39-3","Birch_Halunen_1966","R24-005272"
"-55.25","24.0667","26","CH39-3","Birch_1964","R24-005251"
"-39.1","24.2667","17","Zep-20","Nason_Lee_1962","R24-070565"
"-39.1","24.2667","17","Zep-20","Nason_Lee_1964","R24-070579"
"-58.75","24.3167","48.6","C16-96","Abbott_2008","R24-000518"
"-58.7317","24.33","49","C16","Rabinowitz_Ludwig_1980","R24-073731"
"-58.7317","24.35","55.7","C16-97","Abbott_2008","R24-000519"
"-58.133","24.35","148","V32-18","LDEO_2004","R24-055571"
"-58.1317","24.35","148","V32-18","Abbott_2008","R24-001778"
"-58.7217","24.3517","56","C16","Rabinowitz_Ludwig_1980","R24-073732"
"-58.1417","24.3583","100","V32","Rabinowitz_Ludwig_1980","R24-073740"
"-51.03333333","24.4","110.197","V25-029","Langseth_etal._1972","R24-053347"
"-48.01666667","24.48333333","99.96","V25-027","Herman_etal._1977","R24-047367"
"-48.01666667","24.48333333","59.6138535","V25-027","Langseth_etal._1972","R24-053345"
"-58.76","24.585","73","C16","Rabinowitz_Ludwig_1980","R24-073733"
"-57.7833","24.5967","52","V32","Rabinowitz_Ludwig_1980","R24-073739"
"-58.7817","24.6","73.3","C16-98","Abbott_2008","R24-000520"
"-57.783","24.6","72","V32-17","LDEO_2004","R24-055570"
"-57.7817","24.6","71.5","V32-17","Abbott_2008","R24-001777"
"-57.8667","24.8833","38","C8","Rabinowitz_Ludwig_1980","R24-073735"
"-57.8867","24.8983","37.7","C8-90","Abbott_2008","R24-000884"
"-48.9","24.91666667","63.9","V25-028","Herman_etal._1977","R24-047368"
"-48.9","24.91666667","32.7460232","V25-028","Langseth_etal._1972","R24-053346"
"-34.2167","25.0833","29","Zep-22","Nason_Lee_1962","R24-070566"
"-34.2167","25.0833","29","Zep-22","Nason_Lee_1964","R24-070580"
"-45.03333333","25.21666667","282.825","V25-025","Herman_etal._1977","R24-047365"
"-45.03333333","25.21666667","282.825","V25-025","Langseth_etal._1972","R24-053343"
"-45.01666667","25.26666667","136.594","V25-026","Herman_etal._1977","R24-047366"
"-45.01666667","25.26666667","136.594","V25-026","Langseth_etal._1972","R24-053344"
"-56.7983","25.2667","72","C8-91","Abbott_2008","R24-000885"
"-56.8","25.267","72","C8-91","LDEO_2004","R24-055256"
"-55.7333","25.3","50","CH39-2","Birch_1964","R24-005250"
"-55.7333","25.3","50","CH39-2","Birch_Halunen_1966","R24-005271"
"-57.1817","25.4817","49.5","V32-15","Abbott_2008","R24-001775"
"-57.1783","25.4817","33","V32","Rabinowitz_Ludwig_1980","R24-073737"
"-57.183","25.483","50","V32-15","LDEO_2004","R24-055568"
"-58.7817","25.7667","74.8","C16-99","Abbott_2008","R24-000521"
"-58.7717","25.7833","75","C16","Rabinowitz_Ludwig_1980","R24-073734"
"-31.111667","25.93","33","V27-100","Herman_etal._1977","R24-047449"
"-58.2317","25.9817","170","V32-16","Abbott_2008","R24-001776"
"-58.233","25.983","170","V32-16","LDEO_2004","R24-055569"
"-58.2217","25.9833","45","V32","Rabinowitz_Ludwig_1980","R24-073738"
"-48.2667","26","55.7","V20-223","Abbott_2008","R24-001387"
"-39.488333","26.05","54","V22-043","Herman_etal._1977","R24-047322"
"-45.973","26.0817","67","V31-33","LDEO_2004","R24-055542"
"-45.9717","26.0817","67.4","V31-33","Abbott_2008","R24-001739"
"-30.783333","26.103333","48","V27-098","Herman_etal._1977","R24-047447"
"-44.8077","26.1372","410","ALVIN2586-1","Rona_etal._1996","R24-075972"
"-44.8077","26.1412","1910","ALVIN2586-2","Rona_etal._1996","R24-075973"
"-44.8078","26.1418","9660","ALVIN2586-3","Rona_etal._1996","R24-075974"
"-44.8077","26.1427","1330","ALVIN2586-4","Rona_etal._1996","R24-075975"
"-44.8058","26.1433","1310","ALVIN2592-3","Rona_etal._1996","R24-075978"
"-44.8108","26.1437","700","ALVIN2592-1","Rona_etal._1996","R24-075976"
"-44.8098","26.1438","200","ALVIN2592-2","Rona_etal._1996","R24-075977"
"-44.8083","26.145","8930","ALVIN2188-1","Rona_etal._1996","R24-075969"
"-44.8083","26.1467","10490","ALVIN2195-1","Rona_etal._1996","R24-075970"
"-44.8083","26.1467","13300","ALVIN2195-2","Rona_etal._1996","R24-075971"
"-44.8152","26.159","40","ALVIN2599-1","Rona_etal._1996","R24-075979"
"-44.8148","26.159","10","ALVIN2599-2","Rona_etal._1996","R24-075980"
"-45.58333333","26.21666667","26.9863654","V25-019","Langseth_etal._1972","R24-053340"
"-26.45","26.2333","50","Zep-23","Nason_Lee_1962","R24-070567"
"-26.45","26.2333","50","Zep-23","Nason_Lee_1964","R24-070581"
"-47.36666667","26.25","69.554","V25-011","Langseth_etal._1972","R24-053332"
"-47.36666667","26.25","69.554","V25-011","Herman_etal._1977","R24-047357"
"-46.658","26.2733","104","V31-36","LDEO_2004","R24-055543"
"-46.6567","26.2733","104","V31-36","Abbott_2008","R24-001741"
"-46.892","26.28","44","V31-37","LDEO_2004","R24-055544"
"-46.8917","26.28","44","V31-37","Abbott_2008","R24-001742"
"-46.305","26.3083","222","V31-35","Abbott_2008","R24-001740"
"-40.93333333","26.35","61","V26-8","Langseth_etal._1974","R24-053428"
"-40.93333333","26.35","61","V26-8","Herman_etal._1977","R24-047391"
"-45.01666667","26.36666667","360.34","V25-023","Langseth_etal._1972","R24-053342"
"-45.01666667","26.36666667","360.34","V25-023","Herman_etal._1977","R24-047364"
"-38.8333","26.3667","106","V19-179","Langseth_etal._1966","R24-053067"
"-45.45","26.4","85.476","V25-018","Langseth_etal._1972","R24-053339"
"-29.973333","26.421667","36","V27-096","Herman_etal._1977","R24-047445"
"-46.35","26.43333333","-60.62321774","V25-013","Langseth_etal._1972","R24-053334"
"-47.21","26.4417","201","V25-9","Abbott_2008","R24-001581"
"-58.852","26.4567","54","V31-39","LDEO_2004","R24-055545"
"-58.8517","26.4567","54","V31-39","Abbott_2008","R24-001743"
"-47.25","26.46666667","20.95","V25-012","Herman_etal._1977","R24-047358"
"-47.25","26.46666667","20.95","V25-012","Langseth_etal._1972","R24-053333"
"-45.38333333","26.48333333","112.711","V25-017","Langseth_etal._1972","R24-053338"
"-45.38333333","26.48333333","112.711","V25-017","Herman_etal._1977","R24-047362"
"-47.81666667","26.56666667","20.112","V25-008","Langseth_etal._1972","R24-053330"
"-47.81666667","26.56666667","20.112","V25-008","Herman_etal._1977","R24-047355"
"-44.2588","26.5735","42","Shinkai6500437","Tucholke_etal._2001","R24-084331"
"-44.2875","26.5812","293","Shinkai6500439","Tucholke_etal._2001","R24-084332"
"-59.8667","26.5817","52.8","C16-106","Abbott_2008","R24-000453"
"-46.26666667","26.58333333","89.666","V25-014","Herman_etal._1977","R24-047359"
"-46.26666667","26.58333333","89.666","V25-014","Langseth_etal._1972","R24-053335"
"-46.25","26.58333333","93.856","V25-016","Langseth_etal._1972","R24-053337"
"-46.25","26.58333333","93.856","V25-016","Herman_etal._1977","R24-047361"
"-44.3362","26.5872","100","Shinkai6500440","Tucholke_etal._2001","R24-084333"
"-44.3533","26.6132","176","Shinkai6500436","Tucholke_etal._2001","R24-084330"
"-59.8667","26.6317","85.6","C16-105","Abbott_2008","R24-000452"
"-40.553","26.6533","19","V22-44","LDEO_2004","R24-055441"
"-46.16666667","26.73333333","116.482","V25-015","Langseth_etal._1972","R24-053336"
"-46.16666667","26.73333333","116.482","V25-015","Herman_etal._1977","R24-047360"
"-34.88","26.758333","47","V27-099","Herman_etal._1977","R24-047448"
"-46.7","26.78333333","74.9657202","V25-021","Langseth_etal._1972","R24-053341"
"-46.7","26.78333333","133.9","V25-021","Herman_etal._1977","R24-047363"
"-59.3","26.85","47","C16-101","LDEO_2004","R24-055150"
"-59.2983","26.85","47.3","C16-101","Abbott_2008","R24-000450"
"-47","26.91666667","46.928","V25-010","Herman_etal._1977","R24-047356"
"-47","26.91666667","46.928","V25-010","Langseth_etal._1972","R24-053331"
"-41.436667","26.983333","41","V22-045","Herman_etal._1977","R24-047323"
"-21.1","27.1667","44","D-4790","Lister_1963b","R24-057163"
"-21","27.1667","50","D-4794","Lister_1963b","R24-057164"
"-21.0833","27.2083","39","D-4795","Lister_1963b","R24-057165"
"-20.0433333","27.47","59","V29-125","Herman_etal._1977","R24-047480"
"-50.25","27.66666667","29.33","V25-007","Langseth_etal._1972","R24-053329"
"-59.7817","27.7167","52.3","C16-104","Abbott_2008","R24-000451"
"-59.783","27.717","52","C16-104","LDEO_2004","R24-055151"
"-36.721667","27.756667","32","V27-097","Herman_etal._1977","R24-047446"
"-56.4617","27.84","70.7","C8-92","Abbott_2008","R24-000886"
"-43.57","27.91","89","V22-46","LDEO_2004","R24-055442"
"-59.2","27.9167","81.2","C16-100","Abbott_2008","R24-000449"
"-59.2","27.917","81","C16-100","LDEO_2004","R24-055149"
"-40.83333333","28.08333333","35.16912","24","Popova_1974","R24-073116"
"-40.6","28.1167","42","K-439","Hobart_etal._1974","R24-047520"
"-44.8297","28.1357","723","2598-1","Becker_VonHerzen_1996","R24-004875"
"-44.8308","28.1358","26855","2598-2","Becker_VonHerzen_1996","R24-004876"
"-44.8303","28.1358","8538","2598-6","Becker_VonHerzen_1996","R24-004879"
"-44.8302","28.1358","16202","2598-3","Becker_VonHerzen_1996","R24-004877"
"-44.8301","28.1359","16540","2598-4","Becker_VonHerzen_1996","R24-004878"
"-44.83","28.1359","4509","2598-7","Becker_VonHerzen_1996","R24-004880"
"-44.8306","28.136","19","2587-1","Becker_VonHerzen_1996","R24-004852"
"-44.8297","28.136","43","2596-3","Becker_VonHerzen_1996","R24-004874"
"-44.8295","28.136","379","2594-2","Becker_VonHerzen_1996","R24-004870"
"-44.8297","28.1361","2809","2600-1","Becker_VonHerzen_1996","R24-004881"
"-44.8306","28.1362","27","2587-2","Becker_VonHerzen_1996","R24-004853"
"-44.8299","28.1362","7792","2596-2","Becker_VonHerzen_1996","R24-004873"
"-44.8307","28.1364","10","2587-3","Becker_VonHerzen_1996","R24-004854"
"-44.8302","28.1365","62","2594-4","Becker_VonHerzen_1996","R24-004871"
"-44.8309","28.1366","13","2583-2","Becker_VonHerzen_1996","R24-004846"
"-44.8302","28.1366","12113","2596-1","Becker_VonHerzen_1996","R24-004872"
"-44.8308","28.1367","15","2582-1","Becker_VonHerzen_1996","R24-004842"
"-44.8307","28.1367","161","2587-4","Becker_VonHerzen_1996","R24-004855"
"-44.8302","28.1367","1178","2583-7","Becker_VonHerzen_1996","R24-004851"
"-44.8301","28.1367","5877","2593-3","Becker_VonHerzen_1996","R24-004866"
"-44.8296","28.1367","101","2593-2","Becker_VonHerzen_1996","R24-004865"
"-44.8308","28.1368","4","2588-2","Becker_VonHerzen_1996","R24-004858"
"-44.8307","28.1368","11220","2583-4","Becker_VonHerzen_1996","R24-004848"
"-44.8302","28.1368","1544","2593-4","Becker_VonHerzen_1996","R24-004867"
"-44.8302","28.1368","37757","2593-6","Becker_VonHerzen_1996","R24-004868"
"-44.8292","28.1368","1065","2593-1","Becker_VonHerzen_1996","R24-004864"
"-44.8308","28.1369","4","2583-3","Becker_VonHerzen_1996","R24-004847"
"-44.8305","28.1369","89800","2587-5","Becker_VonHerzen_1996","R24-004856"
"-44.8304","28.1369","6959","2594-1","Becker_VonHerzen_1996","R24-004869"
"-44.8307","28.137","441","2600-5","Becker_VonHerzen_1996","R24-004885"
"-44.8303","28.137","100","2583-6","Becker_VonHerzen_1996","R24-004850"
"-44.829","28.137","433","2590-1","Becker_VonHerzen_1996","R24-004862"
"-44.829","28.137","684","2582-4","Becker_VonHerzen_1996","R24-004844"
"-44.8289","28.137","382","2582-5","Becker_VonHerzen_1996","R24-004845"
"-44.8315","28.1371","886","2600-2","Becker_VonHerzen_1996","R24-004882"
"-44.8313","28.1371","969","2588-3","Becker_VonHerzen_1996","R24-004859"
"-44.8303","28.1371","228","2583-5","Becker_VonHerzen_1996","R24-004849"
"-44.8292","28.1371","620","2590-2","Becker_VonHerzen_1996","R24-004863"
"-44.8315","28.1372","2004","2588-4","Becker_VonHerzen_1996","R24-004860"
"-44.8313","28.1372","672","2600-3","Becker_VonHerzen_1996","R24-004883"
"-44.8311","28.1372","23","2600-4","Becker_VonHerzen_1996","R24-004884"
"-44.8301","28.1372","10390","2588-1","Becker_VonHerzen_1996","R24-004857"
"-44.8314","28.1374","4262","2588-5","Becker_VonHerzen_1996","R24-004861"
"-44.8305","28.1376","3259","2582-2","Becker_VonHerzen_1996","R24-004843"
"-57.9833","28.5","33","CH39-5","Birch_Halunen_1966","R24-005273"
"-57.9833","28.5","33","CH39-5","Birch_1964","R24-005252"
"-51.767","28.5","230","V20-224","LDEO_2004","R24-055361"
"-51.7667","28.5","230","V20-224","Abbott_2008","R24-001388"
"-59.71666667","28.63333333","47.347","V25-004","Langseth_etal._1972","R24-053326"
"-53.68333333","28.68333333","58.241","V25-006","Langseth_etal._1972","R24-053328"
"-57.55","28.71666667","51.537","V25-005","Langseth_etal._1972","R24-053327"
"-44.9167","28.7833","47","5","Lister_Reitzel_1964","R24-057293"
"-25.3917","28.8333","44","D4813","Lister_1963a","R24-057143"
"-25.3917","28.8333","44","D-4813","Lister_1963b","R24-057168"
"-42.8167","28.85","34","12","Lister_Reitzel_1964","R24-057295"
"-42.8167","28.85","34","CH-21-12","Lister_1963b","R24-057150"
"-25.4417","28.85","46","D-4809","Lister_1963b","R24-057167"
"-25.4417","28.85","46","D4809","Lister_1963a","R24-057142"
"-42.1833","28.8583","85","K-440","Hobart_etal._1974","R24-047521"
"-42.1833","28.8583","85.4","PK-440","Hobart_etal._1974","R24-047527"
"-42.18333333","28.85833333","70.33824","25","Popova_1974","R24-073117"
"-46.7333","28.9333","28","4","Lister_Reitzel_1964","R24-057292"
"-46.7333","28.9333","28","CH-21-4","Lister_1963b","R24-057155"
"-25.4333","28.9917","50","D4777","Lister_1963a","R24-057138"
"-25.4333","28.9917","50","D-4777","Lister_1963b","R24-057159"
"-59.1833","29","40","CH39-1","Birch_Halunen_1966","R24-005270"
"-59.1833","29","40","CH39-1","Birch_1964","R24-005249"
"-41.4","29.0167","134","V19-180","Langseth_etal._1966","R24-053068"
"-41.1667","29.0333","17","13","Lister_Reitzel_1964","R24-057296"
"-25.4417","29.0333","58","D4775","Lister_1963a","R24-057137"
"-25.4417","29.0333","58","D-4775","Lister_1963b","R24-057158"
"-25.55","29.05","47","D4778","Lister_1963a","R24-057139"
"-25.55","29.05","47","D-4778","Lister_1963b","R24-057160"
"-25.45","29.0583","51","D4784","Lister_1963a","R24-057140"
"-25.45","29.0583","51","D-4784","Lister_1963b","R24-057161"
"-43.2","29.0667","33","CH-21-10","Lister_1963b","R24-057149"
"-43.2","29.0667","33","10","Lister_Reitzel_1964","R24-057294"
"-25.2417","29.0833","54","D4788","Lister_1963a","R24-057141"
"-25.2417","29.0833","54","D-4788","Lister_1963b","R24-057162"
"-24.3167","29.1333","56","D-4822","Lister_1963b","R24-057171"
"-24.3167","29.1333","56","D4822","Lister_1963a","R24-057146"
"-25.2917","29.5667","43","D-4817","Lister_1963b","R24-057169"
"-25.2917","29.5667","43","D4817","Lister_1963a","R24-057144"
"-25.3833","29.5833","52","D-4821","Lister_1963b","R24-057170"
"-25.3833","29.5833","52","D4821","Lister_1963a","R24-057145"
"-23.8667","29.5833","47","D-4805","Lister_1963b","R24-057166"
"-44.0966667","29.585","84","V22-051","Herman_etal._1977","R24-047324"
"-54.6","29.85","44","1","Lister_Reitzel_1964","R24-057289"
"-44.7","29.85","32.7","V22-52","Abbott_2008","R24-001564"
"-42.92166667","29.86333333","131.8842","27","Popova_1974","R24-073119"
"-42.9983","29.8967","12","K-441-5","Hobart_etal._1974","R24-047524"
"-42.9983","29.8967","11.5","PK-441-5","Hobart_etal._1974","R24-047529"
"-45.11666667","29.9","13","V26-4","Herman_etal._1977","R24-047388"
"-45.11666667","29.9","13","V26-4","Langseth_etal._1974","R24-053396"
"-42.9983","29.9633","142","K-441-4","Hobart_etal._1974","R24-047523"
"-42.455","30.0633","360","K-441-1","Hobart_etal._1974","R24-047522"
"-42.455","30.0633","360","PK-441-1","Hobart_etal._1974","R24-047528"
"-42.45833333","30.075","318.1968","26","Popova_1974","R24-073118"
"-42.6083","30.1","300","K-441-7","Hobart_etal._1974","R24-047525"
"-42.60833333","30.13333333","290.14524","28","Popova_1974","R24-073120"
"-45.1","30.21666667","48","V26-7","Herman_etal._1977","R24-047390"
"-45.1","30.21666667","48","V26-7","Langseth_etal._1974","R24-053420"
"-44.9","30.35","60","V26-6","Langseth_etal._1974","R24-053411"
"-44.9","30.35","60","V26-6","Herman_etal._1977","R24-047389"
"-55.0333","30.45","20","V20-225","Langseth_etal._1966","R24-053101"
"-47.8667","30.6667","253","V22-54","Abbott_2008","R24-001565"
"-47.867","30.667","253","V22-54","LDEO_2004","R24-055443"
"-59.378","30.8683","48","C8-93","LDEO_2004","R24-055257"
"-59.3767","30.8683","48.1","C8-93","Abbott_2008","R24-000887"
"-25.49","31.2","76","CD9B/34-1","Noel_Hounslow_1988","R24-071213"
"-25.49","31.21","74","CD9B/34-2","Noel_Hounslow_1988","R24-071214"
"-25.4013","31.2848","60","CD9B/12-6","Noel_Hounslow_1988","R24-071187"
"-25.472","31.2862","53","CD9B/12-11","Noel_Hounslow_1988","R24-071181"
"-25.4233","31.2878","60","CD9B/12-8","Noel_Hounslow_1988","R24-071189"
"-25.46","31.29","58","CD9B/12-10","Noel_Hounslow_1988","R24-071180"
"-25.44","31.29","57","CD9B/12-9","Noel_Hounslow_1988","R24-071190"
"-25.42","31.29","59","CD9B/12-7","Noel_Hounslow_1988","R24-071188"
"-25.38","31.29","58","CD9B/12-5","Noel_Hounslow_1988","R24-071186"
"-25.32","31.29","70","CD9B/12-12","Noel_Hounslow_1988","R24-071182"
"-25.3608","31.3005","57","CD9B/12-4","Noel_Hounslow_1988","R24-071185"
"-25.35","31.31","55","CD9B/12-3","Noel_Hounslow_1988","R24-071184"
"-25.3203","31.3183","57","CD9B/12-2","Noel_Hounslow_1988","R24-071183"
"-25.314","31.3187","61","CD9B/12-1","Noel_Hounslow_1988","R24-071179"
"-24.83","31.36","62","CD9B/30-1","Noel_Hounslow_1988","R24-071192"
"-24.8333","31.365","55","CD9B/30-2","Noel_Hounslow_1988","R24-071203"
"-24.84","31.3703","54","CD9B/30-3","Noel_Hounslow_1988","R24-071206"
"-24.85","31.38","63","CD9B/30-4","Noel_Hounslow_1988","R24-071207"
"-24.8525","31.3897","69","CD9B/30-5","Noel_Hounslow_1988","R24-071208"
"-24.86","31.4","58","CD9B/30-6","Noel_Hounslow_1988","R24-071209"
"-24.796","31.4031","53","Disc144-T10972-12","Noel_1985","R24-071162"
"-24.8148","31.4088","56","Disc144-T10972-11","Noel_1985","R24-071161"
"-24.86","31.41","56","CD9B/30-7","Noel_Hounslow_1988","R24-071210"
"-24.822","31.4114","64","Disc144-T10972-10","Noel_1985","R24-071160"
"-24.8328","31.4186","59","Disc144-T10972-9","Noel_1985","R24-071168"
"-24.88","31.42","51","CD9B/30-9","Noel_Hounslow_1988","R24-071212"
"-24.87","31.42","52","CD9B/30-8","Noel_Hounslow_1988","R24-071211"
"-24.8815","31.4287","48","CD9B/30-10","Noel_Hounslow_1988","R24-071193"
"-24.8386","31.4299","57","Disc144-T10972-7","Noel_1985","R24-071167"
"-24.89","31.43","54","CD9B/30-11","Noel_Hounslow_1988","R24-071194"
"-24.8917","31.4333","61","CD9B/30-12","Noel_Hounslow_1988","R24-071195"
"-24.7984","31.4345","55","Disc144-T10983-11","Noel_1985","R24-071171"
"-24.902","31.437","67","CD9B/30-14","Noel_Hounslow_1988","R24-071197"
"-24.8029","31.4374","57","Disc144-T10983-10","Noel_1985","R24-071170"
"-24.8058","31.4397","57","Disc144-T10983-9","Noel_1985","R24-071178"
"-24.91","31.44","68","CD9B/30-15","Noel_Hounslow_1988","R24-071198"
"-24.9","31.44","70","CD9B/30-13","Noel_Hounslow_1988","R24-071196"
"-24.9125","31.4422","57","CD9B/30-16","Noel_Hounslow_1988","R24-071199"
"-24.8074","31.4437","66","Disc144-T10983-8","Noel_1985","R24-071177"
"-24.9217","31.4453","54","CD9B/30-17","Noel_Hounslow_1988","R24-071200"
"-24.8085","31.4486","67","Disc144-T10983-7","Noel_1985","R24-071176"
"-24.9347","31.45","59","CD9B/30-18","Noel_Hounslow_1988","R24-071201"
"-24.809","31.4509","69","Disc144-T10983-6","Noel_1985","R24-071175"
"-24.8103","31.4544","65","Disc144-T10983-5","Noel_1985","R24-071174"
"-24.9435","31.4547","61","CD9B/30-19","Noel_Hounslow_1988","R24-071202"
"-24.9533","31.4568","63","CD9B/30-20","Noel_Hounslow_1988","R24-071204"
"-24.8754","31.4593","94","Disc144-T10972-5","Noel_1985","R24-071166"
"-24.9617","31.4608","69","CD9B/30-21","Noel_Hounslow_1988","R24-071205"
"-24.8132","31.4618","63","Disc144-T10983-3","Noel_1985","R24-071173"
"-24.9066","31.4647","53","Disc144-T10972-4","Noel_1985","R24-071165"
"-24.8151","31.465","60","Disc144-T10983-2","Noel_1985","R24-071172"
"-24.8175","31.4679","58","Disc144-T10983-1","Noel_1985","R24-071169"
"-24.9104","31.469","57","Disc144-T10972-3","Noel_1985","R24-071164"
"-24.8117","31.4702","61","CD9B/27-1","Noel_Hounslow_1988","R24-071191"
"-24.9135","31.484","65","Disc144-T10972-2","Noel_1985","R24-071163"
"-24.9178","31.4941","66","Disc144-T10972-1","Noel_1985","R24-071159"
"-58.35","31.8333","45","V20-226","Langseth_etal._1966","R24-053102"
"-55.9667","32.5","53.7","SOHM-A","Bram_1980","R24-022980"
"-52.06666667","32.6","26","V26-3","Langseth_etal._1974","R24-053387"
"-59.16666667","32.61666667","29","V26-1","Langseth_etal._1974","R24-053368"
"-52.2983","32.6483","63.6","V22-56","Abbott_2008","R24-001566"
"-52.58333333","32.7","33","V26-2","Langseth_etal._1974","R24-053383"
"-29.1317","32.9667","120","V30-64","Abbott_2008","R24-001703"
"-29.133","32.967","120","V30-64","LDEO_2004","R24-055520"
"-48.2667","33.3","52","V19-182","Langseth_etal._1966","R24-053069"
"-54.1667","33.4817","54","V22-57","Abbott_2008","R24-001567"
"-54.167","33.483","54","V22-57","LDEO_2004","R24-055444"
"-57.615","33.685","48","ODP1063B","Pribnow_etal._2000a","R24-073237"
"-29.395","33.686667","153","V29-127","Herman_etal._1977","R24-047482"
"-25.567","33.85","76","V30-63","LDEO_2004","R24-055519"
"-25.5667","33.85","76.2","V30-63","Abbott_2008","R24-001702"
"-34.9709","34.5974","77.4","KT20","LeGal_etal._2018","R24-056051"
"-34.9709","34.5974","77.4","KT20","LeGal_etal._2018","R24-056052"
"-35.1557","34.6325","85.2","OCNG9-21","LeGal_etal._2018","R24-056425"
"-35.1557","34.6325","85.2","OCNG9-21","LeGal_etal._2018","R24-056426"
"-35.1687","34.6348","59.4","OCNG9-20","LeGal_etal._2018","R24-056424"
"-35.1687","34.6348","59.4","OCNG9-20","LeGal_etal._2018","R24-056423"
"-35.1813","34.6371","60.9","OCNG9-19","LeGal_etal._2018","R24-056421"
"-35.1813","34.6371","60.9","OCNG9-19","LeGal_etal._2018","R24-056422"
"-34.8022","34.6424","20.6","OCNG7-1","LeGal_etal._2018","R24-056326"
"-34.8022","34.6424","20.6","OCNG7-1","LeGal_etal._2018","R24-056325"
"-34.8199","34.6455","18.9","OCNG7-2","LeGal_etal._2018","R24-056328"
"-34.8199","34.6455","18.9","OCNG7-2","LeGal_etal._2018","R24-056327"
"-35.236","34.6476","130.6","OCNG9-18","LeGal_etal._2018","R24-056420"
"-35.236","34.6476","130.6","OCNG9-18","LeGal_etal._2018","R24-056419"
"-34.8367","34.6491","27.1","OCNG7-3","LeGal_etal._2018","R24-056330"
"-34.8367","34.6491","27.1","OCNG7-3","LeGal_etal._2018","R24-056329"
"-35.253","34.6511","117.8","OCNG9-17","LeGal_etal._2018","R24-056417"
"-35.253","34.6511","117.8","OCNG9-17","LeGal_etal._2018","R24-056418"
